0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;9;0.00;0.00;1.00;1.00;0.08;0.07;0.00;255;9;0.04;0.06;0.00;0.00;0.00;0.00;1.00;1.00;dos;2
0;520;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;508;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;221;372;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal;1
0;286;16446;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;57;255;1.00;0.00;0.02;0.02;0.00;0.00;0.00;0.00;normal;1
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;168;168;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;1;1.00;1.00;0.00;0.00;0.01;0.11;0.00;255;1;0.00;0.09;0.00;0.00;1.00;1.00;0.00;0.00;dos;2
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218;3;0.00;0.00;1.00;1.00;0.01;0.07;0.00;255;3;0.01;0.07;0.00;0.00;0.00;0.00;1.00;1.00;dos;2
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;8;0.00;0.00;1.00;1.00;0.07;0.07;0.00;255;8;0.03;0.06;0.00;0.00;0.00;0.00;1.00;1.00;dos;2
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;196;4409;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0.00;0.00;0.00;0.00;1.00;0.00;0.00;21;254;1.00;0.00;0.05;0.04;0.00;0.00;0.00;0.00;normal;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;17;0.00;0.00;1.00;1.00;0.12;0.06;0.00;255;17;0.07;0.05;0.00;0.00;0.00;0.00;1.00;1.00;dos;2
0;44;115;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0.00;0.00;0.00;0.00;1.00;0.00;0.25;255;252;0.99;0.01;0.00;0.00;0.00;0.00;0.00;0.00;normal;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;13;0.00;0.00;1.00;1.00;0.06;0.06;0.00;255;13;0.05;0.06;0.00;0.00;0.00;0.00;1.00;1.00;dos;2
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;510;510;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;520;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;297;465;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0.00;0.00;0.00;0.00;1.00;0.00;0.00;17;255;1.00;0.00;0.06;0.03;0.00;0.00;0.00;0.00;normal;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;19;0.00;0.00;1.00;1.00;0.07;0.06;0.00;255;19;0.07;0.05;0.00;0.00;0.00;0.00;1.00;1.00;dos;2
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;508;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;119;119;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;18;0.00;0.00;1.00;1.00;0.06;0.06;0.00;255;18;0.07;0.06;0.00;0.00;0.00;0.00;1.00;1.00;dos;2
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;105;147;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;254;1.00;0.01;0.00;0.00;0.00;0.00;0.00;0.00;normal;1
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;144;144;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;287;1561;0;0;0;0;0;0;0;0;0;0;0;0;30;32;0.00;0.00;0.00;0.00;1.00;0.00;0.09;147;255;1.00;0.00;0.01;0.03;0.00;0.00;0.00;0.00;normal;1
0;508;0;0;0;0;0;0;0;0;0;0;0;0;0;510;510;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;520;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;156;156;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;508;0;0;0;0;0;0;0;0;0;0;0;0;0;511;511;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;161;161;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;dos;2
